date,institution,category,complaint_count
2024-08-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",9
2024-08-21,JPMORGAN CHASE & CO.,Checking or savings account,27
2024-08-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-08-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2024-08-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-08-22,JPMORGAN CHASE & CO.,Checking or savings account,30
2024-08-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-08-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-08-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2024-08-23,JPMORGAN CHASE & CO.,Checking or savings account,20
2024-08-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-08-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2024-08-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-08-24,JPMORGAN CHASE & CO.,Checking or savings account,4
2024-08-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-08-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,3
2024-08-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-08-25,JPMORGAN CHASE & CO.,Checking or savings account,8
2024-08-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-08-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2024-08-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-08-26,JPMORGAN CHASE & CO.,Checking or savings account,20
2024-08-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2024-08-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,26
2024-08-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-08-27,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-08-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-08-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2024-08-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-08-28,JPMORGAN CHASE & CO.,Checking or savings account,25
2024-08-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-08-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2024-08-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-08-29,JPMORGAN CHASE & CO.,Checking or savings account,29
2024-08-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2024-08-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2024-08-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-08-30,JPMORGAN CHASE & CO.,Checking or savings account,23
2024-08-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-08-31,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2024-08-31,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-08-31,JPMORGAN CHASE & CO.,Checking or savings account,14
2024-08-31,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-09-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,4
2024-09-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-01,JPMORGAN CHASE & CO.,Checking or savings account,11
2024-09-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2024-09-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2024-09-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-09-02,JPMORGAN CHASE & CO.,Checking or savings account,8
2024-09-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-09-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2024-09-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-09-03,JPMORGAN CHASE & CO.,Checking or savings account,20
2024-09-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-09-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2024-09-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-09-04,JPMORGAN CHASE & CO.,Checking or savings account,32
2024-09-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-09-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2024-09-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2024-09-05,JPMORGAN CHASE & CO.,Checking or savings account,32
2024-09-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-09-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2024-09-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-06,JPMORGAN CHASE & CO.,Checking or savings account,19
2024-09-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-09-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,8
2024-09-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-07,JPMORGAN CHASE & CO.,Checking or savings account,11
2024-09-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-09-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2024-09-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-09-08,JPMORGAN CHASE & CO.,Checking or savings account,15
2024-09-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-09-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2024-09-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-09,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-09-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2024-09-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2024-09-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2024-09-10,JPMORGAN CHASE & CO.,Checking or savings account,27
2024-09-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-09-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-09-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-11,JPMORGAN CHASE & CO.,Checking or savings account,21
2024-09-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-09-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2024-09-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-09-12,JPMORGAN CHASE & CO.,Checking or savings account,29
2024-09-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-09-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2024-09-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-09-13,JPMORGAN CHASE & CO.,Checking or savings account,25
2024-09-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-09-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2024-09-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-09-14,JPMORGAN CHASE & CO.,Checking or savings account,17
2024-09-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-09-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2024-09-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-09-15,JPMORGAN CHASE & CO.,Checking or savings account,6
2024-09-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-09-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2024-09-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-16,JPMORGAN CHASE & CO.,Checking or savings account,20
2024-09-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2024-09-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2024-09-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-17,JPMORGAN CHASE & CO.,Checking or savings account,33
2024-09-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-09-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-09-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-09-18,JPMORGAN CHASE & CO.,Checking or savings account,25
2024-09-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-09-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-09-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-09-19,JPMORGAN CHASE & CO.,Checking or savings account,19
2024-09-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-09-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2024-09-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-20,JPMORGAN CHASE & CO.,Checking or savings account,20
2024-09-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-09-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2024-09-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-21,JPMORGAN CHASE & CO.,Checking or savings account,14
2024-09-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-09-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
2024-09-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-09-22,JPMORGAN CHASE & CO.,Checking or savings account,9
2024-09-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-09-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2024-09-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-23,JPMORGAN CHASE & CO.,Checking or savings account,19
2024-09-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-09-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-09-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-24,JPMORGAN CHASE & CO.,Checking or savings account,21
2024-09-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2024-09-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2024-09-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-09-25,JPMORGAN CHASE & CO.,Checking or savings account,21
2024-09-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2024-09-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-09-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-09-26,JPMORGAN CHASE & CO.,Checking or savings account,18
2024-09-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-09-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2024-09-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-09-27,JPMORGAN CHASE & CO.,Checking or savings account,23
2024-09-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-09-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
2024-09-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-09-28,JPMORGAN CHASE & CO.,Checking or savings account,15
2024-09-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-09-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,4
2024-09-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-09-29,JPMORGAN CHASE & CO.,Checking or savings account,4
2024-09-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-09-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2024-09-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-09-30,JPMORGAN CHASE & CO.,Checking or savings account,19
2024-09-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",11
2024-10-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2024-10-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-10-01,JPMORGAN CHASE & CO.,Checking or savings account,26
2024-10-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2024-10-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-10-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-10-02,JPMORGAN CHASE & CO.,Checking or savings account,26
2024-10-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-10-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2024-10-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-10-03,JPMORGAN CHASE & CO.,Checking or savings account,25
2024-10-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-10-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-10-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-10-04,JPMORGAN CHASE & CO.,Checking or savings account,21
2024-10-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-10-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2024-10-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-10-05,JPMORGAN CHASE & CO.,Checking or savings account,11
2024-10-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-10-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,2
2024-10-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-10-06,JPMORGAN CHASE & CO.,Checking or savings account,10
2024-10-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-10-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2024-10-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-10-07,JPMORGAN CHASE & CO.,Checking or savings account,32
2024-10-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-10-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2024-10-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-10-08,JPMORGAN CHASE & CO.,Checking or savings account,30
2024-10-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2024-10-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2024-10-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-10-09,JPMORGAN CHASE & CO.,Checking or savings account,22
2024-10-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-10-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2024-10-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-10-10,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-10-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2024-10-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2024-10-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-10-11,JPMORGAN CHASE & CO.,Checking or savings account,21
2024-10-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
